oucode,court_centre_id,migrated,updated_on
B44WZ00,b098516c-27b2-3b5a-aa0d-1cefb85c42c5,false,
B14LO00,c6109202-ba86-3789-aa6a-91a8578af8d9,false,
B11JP00,c8594aee-b5ff-3c86-a707-a67cbaf7bb11,false,
B35HF00,d75fee2a-17cf-3e91-ad72-7e8fd463ec62,false,
B47HB00,cc1ff95c-3e36-3722-bb1f-e1a3b081c630,false,
B55IS00,dae31b08-4079-348a-aebf-ca68822280f0,false,
B32HX00,e123ef4f-dc81-3298-ab87-12a2448a3d94,false,
B20NQ00,f28b088c-910b-30a3-9b89-977e2fab2a1f,false,
B17JA00,26ed2f88-a94c-3ad6-95c4-daede2e673d5,false,
B47FB00,3b4772ec-441b-36a7-a25f-1579c4d2e04b,false,
B06AN00,40725a45-9ded-3c1b-908f-88b6a766fe40,false,
B11EI00,60412bc0-0564-37f5-bfef-69d0e03a8113,false,
B10FR00,69e474a4-3590-3731-ac3b-79835d76a4bb,false,
B54WV00,6a60303f-7cfa-343b-b08c-89dfc2450e7c,false,
B01BH00,7e967376-eacf-4fca-9b30-21b0c5aad427,false,
B10BD00,863b04f7-64c4-3177-968d-716bf6ef11cb,false,
B07DM00,94bfe02b-c901-3d36-a676-24791a8bbe7b,false,
B33II00,a096faf8-3f40-3ea2-85ea-b6ed0eb44134,false,
B21JI00,bab6ad2d-e25c-367c-9b4f-4a4d6b1d1edb,false,
B36JU00,dbb2a246-6d75-330c-83df-a13670e3f8fc,false,
B36HN00,f4154d00-df61-34ac-b314-01b09a497179,false,
B36FZ00,f56da5fa-3794-375d-afb3-98a9376c9e38,false,
B04DS00,be8f26cb-2d09-342d-834e-0bfe1fbffa41,false,
B23HS00,c50bbdea-bea9-4ed2-a9ef-2d090e425fc3,false,
B07FQ00,cb2ff1e3-e68e-3037-a563-1a0fcc165273,false,
B04HQ00,ecd86f35-1c8e-3b82-aec1-c4850f71b00f,false,
B01LY00,f8254db1-1683-483e-afb3-b87fde5a0a26,false,
B05BW00,d21da19d-4583-383a-8acc-13b3091e1756,false,
B10MR00,f9a0f380-d391-37d4-a82d-2aea3c19e2a5,false,
B52OZ00,c4119ad1-3330-334b-a244-d775cce1b973,false,
B47CL00,0140f84c-e7cb-3fba-96a1-1878b42ee546,false,
B46IU00,1854c858-7b9a-3051-9bec-fccd4f98be22,false,
B44MA00,328b735a-8c89-3ae8-9d47-139be8ff60af,false,
B44KM00,403b489c-8fff-3e49-8864-570de4bc1c65,false,
B44BA00,4b6185e1-92f2-3634-b749-87d2fcadf1c8,false,
B47EC00,9b21d406-70e8-366b-9b38-d59f3d16a0dd,false,
B47OV00,c71df6f5-3613-396d-9b11-766d9620126c,false,
B50NL00,f06983d7-e98d-3125-8e5a-df2e32fab97c,false,
B55OE00,f1df0f20-ba61-3fd8-9fe2-767c52d90bc3,false,
B30PG00,01cfe611-ec22-3e55-b212-aa3230c461cb,false,
B10BF00,03e66009-578f-3f45-bfd9-7e1580bc999c,false,
B22HM00,07c2d726-005c-323d-896e-d243bd3b800f,false,
B10JL00,1b73c7dd-bef1-33f4-81f5-fbfa092d4c49,false,
B50JO00,505ab441-46e2-3130-8746-9375448fd45c,false,
B12LK00,789a3177-0028-3313-86cd-a4c12e2c7153,false,
B44JK00,2d5444ea-a5cf-3c69-8d8b-8993397724f3,false,
B06MK00,7c75ae61-a894-3304-a96c-6d1c7ea477a0,false,
B42CM00,07178fbe-4b93-37d0-99c4-4859ffaa23a2,false,
B35KE00,2565ecb5-bd1b-3810-9520-f1db1ed94f95,false,
B40IM00,785339c1-af71-3322-a55b-ba255e0db1c2,false,
B61WY00,54769640-159b-3b54-acb1-444c029e311a,false,
B63NZ00,5aeb6655-1964-3b82-bfdf-a624103389fc,false,
B40BC00,8800669e-6946-31f3-b89e-4894e1c83ba1,false,
B37HI00,937eff71-a72c-3a3c-8cd3-58e87dc7efbd,false,
B35CZ00,210bf1ba-e253-3516-96df-949be917b383,false,
B62IZ00,9cb28565-d38d-35c1-9044-1f6ac802a669,false,
B60OW00,1a503f78-3e62-3816-b969-c0645654e2b2,false,
B43AQ00,37cf9080-fe0a-3e03-9301-d7bda97acf79,false,
B60WU00,59921cfe-1726-3593-807a-df3e741e2373,false,
B60JE00,79cdb9ca-ab9e-392f-be8d-247644af6379,false,
B06BV00,80940451-3172-3161-ab95-bd5a1b215a7f,false,
B43OX00,497cb631-fc89-36f2-86fa-3bd1e0ca93ba,false,
B43KQ00,49db2271-1941-3847-a7fb-dbd92b035e40,false,
B43KB00,9bafd21f-71cc-3a12-807e-b8dca555cb71,false,
B63IC00,19d0b128-0ead-3e84-914e-2bbb2c0c3371,false,
B43JC00,8de240ea-8e6f-33fb-89b4-31af7be3e85a,false,
B41MJ00,b324e253-dd45-31f6-baf3-695d87fbde46,false,
B41US00,a27d6ef0-42ec-360d-b62a-7cb855641b3c,false,
B41ME00,f205f2f8-28b4-308c-b871-ec4b9d8e770c,false,
B63LW00,1efd6276-4160-3ed0-ba67-1b32550c8d10,false,
B01CX00,35982b84-5056-4306-bf70-b010e6a95a9f,false,
B04KO00,6b038c67-4be4-374d-a92e-3765af6d4d08,false,
B21BH00,7c78e242-94b3-34c7-86b4-d62b787972bc,false,
